date,market,rainfall
2022-05-23,Mukono,5.3
2022-05-24,Mukono,2.6
2022-05-25,Mukono,1.6
2022-05-26,Mukono,0.9
2022-05-27,Mukono,1.4
2022-05-28,Mukono,3.0
2022-05-29,Mukono,27.2
2022-05-30,Mukono,4.9
2022-05-31,Mukono,0.9
2022-06-01,Mukono,2.9
2022-06-02,Mukono,1.2
2022-06-03,Mukono,0.7
2022-06-04,Mukono,0.2
2022-06-05,Mukono,0.2
2022-06-06,Mukono,0.3
2022-06-07,Mukono,3.3
2022-06-08,Mukono,15.0
2022-06-09,Mukono,5.7
2022-06-10,Mukono,6.5
2022-06-11,Mukono,0.2
2022-06-12,Mukono,2.2
2022-06-13,Mukono,0.4
2022-06-14,Mukono,0.3
2022-06-15,Mukono,0.6
2022-06-16,Mukono,0.5
2022-06-17,Mukono,1.1
2022-06-18,Mukono,0.6
2022-06-19,Mukono,6.1
2022-06-20,Mukono,7.3
2022-06-21,Mukono,0.7
2022-06-22,Mukono,0.1
2022-06-23,Mukono,4.6
2022-06-24,Mukono,1.8
2022-06-25,Mukono,1.1
2022-06-26,Mukono,3.0
2022-06-27,Mukono,0.0
2022-06-28,Mukono,0.0
2022-06-29,Mukono,0.0
2022-06-30,Mukono,0.6
2022-07-01,Mukono,0.6
2022-07-02,Mukono,1.1
2022-07-03,Mukono,0.0
2022-07-04,Mukono,0.0
2022-07-05,Mukono,0.0
2022-07-06,Mukono,0.9
2022-07-07,Mukono,0.1
2022-07-08,Mukono,0.0
2022-07-09,Mukono,0.1
2022-07-10,Mukono,0.5
2022-07-11,Mukono,0.2
2022-07-12,Mukono,0.5
2022-07-13,Mukono,0.4
2022-07-14,Mukono,0.0
2022-07-15,Mukono,1.4
2022-07-16,Mukono,0.5
2022-07-17,Mukono,0.5
2022-07-18,Mukono,0.3
2022-07-19,Mukono,1.7
2022-07-20,Mukono,0.1
2022-07-21,Mukono,0.2
2022-07-22,Mukono,0.6
2022-07-23,Mukono,2.3
2022-07-24,Mukono,0.4
2022-07-25,Mukono,0.9
2022-07-26,Mukono,0.6
2022-07-27,Mukono,0.9
2022-07-28,Mukono,0.3
2022-07-29,Mukono,1.5
2022-07-30,Mukono,14.3
2022-07-31,Mukono,1.1
2022-08-01,Mukono,6.8
2022-08-02,Mukono,5.9
2022-08-03,Mukono,0.7
2022-08-04,Mukono,1.2
2022-08-05,Mukono,1.2
2022-08-06,Mukono,1.7
2022-08-07,Mukono,0.8
2022-08-08,Mukono,0.4
2022-08-09,Mukono,0.0
2022-08-10,Mukono,0.9
2022-08-11,Mukono,0.3
2022-08-12,Mukono,1.4
2022-08-13,Mukono,0.2
2022-08-14,Mukono,0.4
2022-08-15,Mukono,4.6
2022-08-16,Mukono,10.1
2022-08-17,Mukono,16.0
2022-08-18,Mukono,3.9
2022-08-19,Mukono,0.3
2022-08-20,Mukono,0.2
2022-08-21,Mukono,0.2
2022-08-22,Mukono,2.4
2022-08-23,Mukono,0.6
2022-08-24,Mukono,0.0
2022-08-25,Mukono,1.1
2022-08-26,Mukono,0.5
2022-08-27,Mukono,0.5
2022-08-28,Mukono,4.4
2022-08-29,Mukono,14.9
2022-08-30,Mukono,17.4
2022-08-31,Mukono,7.0
2022-09-01,Mukono,6.5
2022-09-02,Mukono,2.2
2022-09-03,Mukono,6.2
2022-09-04,Mukono,0.0
2022-09-05,Mukono,1.2
2022-09-06,Mukono,8.1
2022-09-07,Mukono,24.8
2022-09-08,Mukono,8.2
2022-09-09,Mukono,1.5
2022-09-10,Mukono,10.2
2022-09-11,Mukono,1.2
2022-09-12,Mukono,3.7
2022-09-13,Mukono,16.5
2022-09-14,Mukono,4.0
2022-09-15,Mukono,7.6
2022-09-16,Mukono,2.4
2022-09-17,Mukono,2.4
2022-09-18,Mukono,2.8
2022-09-19,Mukono,5.1
2022-09-20,Mukono,0.5
2022-09-21,Mukono,1.3
2022-09-22,Mukono,5.8
2022-09-23,Mukono,4.3
2022-09-24,Mukono,11.2
2022-09-25,Mukono,5.6
2022-09-26,Mukono,0.3
2022-09-27,Mukono,1.0
2022-09-28,Mukono,0.1
2022-09-29,Mukono,7.9
2022-09-30,Mukono,3.6
2022-10-01,Mukono,1.7
2022-10-02,Mukono,5.7
2022-10-03,Mukono,2.8
2022-10-04,Mukono,10.2
2022-10-05,Mukono,3.2
2022-10-06,Mukono,1.6
2022-10-07,Mukono,4.1
2022-10-08,Mukono,6.8
2022-10-09,Mukono,1.4
2022-10-10,Mukono,3.8
2022-10-11,Mukono,2.3
2022-10-12,Mukono,2.3
2022-10-13,Mukono,1.3
2022-10-14,Mukono,3.3
2022-10-15,Mukono,7.8
2022-10-16,Mukono,8.2
2022-10-17,Mukono,8.6
2022-10-18,Mukono,1.3
2022-10-19,Mukono,1.2
2022-10-20,Mukono,14.3
2022-10-21,Mukono,1.1
2022-10-22,Mukono,0.1
2022-10-23,Mukono,0.1
2022-10-24,Mukono,0.5
2022-10-25,Mukono,0.2
2022-10-26,Mukono,0.0
2022-10-27,Mukono,0.7
2022-10-28,Mukono,7.6
2022-10-29,Mukono,1.0
2022-10-30,Mukono,0.0
2022-10-31,Mukono,1.1
2022-11-01,Mukono,3.8
2022-11-02,Mukono,1.2
2022-11-03,Mukono,5.3
2022-11-04,Mukono,0.4
2022-11-05,Mukono,4.8
2022-11-06,Mukono,2.3
2022-11-07,Mukono,17.7
2022-11-08,Mukono,0.6
2022-11-09,Mukono,1.4
2022-11-10,Mukono,2.5
2022-11-11,Mukono,14.1
2022-11-12,Mukono,4.9
2022-11-13,Mukono,2.3
2022-11-14,Mukono,6.3
2022-11-15,Mukono,8.0
2022-11-16,Mukono,8.3
2022-11-17,Mukono,25.5
2022-11-18,Mukono,11.8
2022-11-19,Mukono,10.1
2022-11-20,Mukono,5.7
2022-11-21,Mukono,7.2
2022-11-22,Mukono,18.7
2022-11-23,Mukono,1.3
2022-11-24,Mukono,0.2
2022-11-25,Mukono,10.5
2022-11-26,Mukono,0.8
2022-11-27,Mukono,7.5
2022-11-28,Mukono,4.2
2022-11-29,Mukono,6.6
2022-11-30,Mukono,1.6
2022-12-01,Mukono,0.7
2022-12-02,Mukono,1.4
2022-12-03,Mukono,0.2
2022-12-04,Mukono,1.5
2022-12-05,Mukono,12.2
2022-12-06,Mukono,8.8
2022-12-07,Mukono,2.4
2022-12-08,Mukono,1.2
2022-12-09,Mukono,6.8
2022-12-10,Mukono,5.1
2022-12-11,Mukono,1.8
2022-12-12,Mukono,1.5
2022-12-13,Mukono,19.8
2022-12-14,Mukono,1.5
2022-12-15,Mukono,0.6
2022-12-16,Mukono,3.6
2022-12-17,Mukono,4.1
2022-12-18,Mukono,2.6
2022-12-19,Mukono,1.1
2022-12-20,Mukono,1.7
2022-12-21,Mukono,15.5
2022-12-22,Mukono,2.1
2022-12-23,Mukono,14.5
2022-12-24,Mukono,4.0
2022-12-25,Mukono,6.0
2022-12-26,Mukono,4.1
2022-12-27,Mukono,1.8
2022-12-28,Mukono,3.0
2022-12-29,Mukono,0.8
2022-12-30,Mukono,0.7
2022-12-31,Mukono,0.5
2020-01-01,Bwaise,1.3
2020-01-02,Bwaise,0.1
2020-01-03,Bwaise,0.3
2020-01-04,Bwaise,0.3
2020-01-05,Bwaise,0.2
2020-01-06,Bwaise,2.1
2020-01-07,Bwaise,0.5
2020-01-08,Bwaise,9.0
2020-01-09,Bwaise,0.7
2020-01-10,Bwaise,1.1
2020-01-11,Bwaise,0.6
2020-01-12,Bwaise,3.5
2020-01-13,Bwaise,8.2
2020-01-14,Bwaise,0.0
2020-01-15,Bwaise,0.1
2020-01-16,Bwaise,2.7
2020-01-17,Bwaise,6.0
2020-01-18,Bwaise,2.0
2020-01-19,Bwaise,0.0
2020-01-20,Bwaise,0.0
2020-01-21,Bwaise,0.0
2020-01-22,Bwaise,0.0
2020-01-23,Bwaise,0.0
2020-01-24,Bwaise,0.0
2020-01-25,Bwaise,0.0
2020-01-26,Bwaise,6.8
2020-01-27,Bwaise,6.8
2020-01-28,Bwaise,15.9
2020-01-29,Bwaise,6.0
2020-01-30,Bwaise,14.9
2020-01-31,Bwaise,14.1
2020-02-01,Bwaise,1.1
2020-02-02,Bwaise,0.0
2020-02-03,Bwaise,1.7
2020-02-04,Bwaise,18.1
2020-02-05,Bwaise,6.9
2020-02-06,Bwaise,5.4
2020-02-07,Bwaise,0.2
2020-02-08,Bwaise,0.1
2020-02-09,Bwaise,0.0
2020-02-10,Bwaise,0.0
2020-02-11,Bwaise,0.0
2020-02-12,Bwaise,0.0
2020-02-13,Bwaise,0.0
2020-02-14,Bwaise,0.6
2020-02-15,Bwaise,9.0
2020-02-16,Bwaise,3.2
2020-02-17,Bwaise,0.0
2020-02-18,Bwaise,2.6
2020-02-19,Bwaise,0.6
2020-02-20,Bwaise,7.1
2020-02-21,Bwaise,0.5
2020-02-22,Bwaise,3.1
2020-02-23,Bwaise,0.6
2020-02-24,Bwaise,0.8
2020-02-25,Bwaise,4.6
2020-02-26,Bwaise,2.9
2020-02-27,Bwaise,4.6
2020-02-28,Bwaise,9.9
2020-02-29,Bwaise,5.8
2020-03-01,Bwaise,0.6
2020-03-02,Bwaise,3.0
2020-03-03,Bwaise,8.5
2020-03-04,Bwaise,16.5
2020-03-05,Bwaise,1.7
2020-03-06,Bwaise,1.9
2020-03-07,Bwaise,2.1
2020-03-08,Bwaise,2.5
2020-03-09,Bwaise,13.3
2020-03-10,Bwaise,7.5
2020-03-11,Bwaise,11.3
2020-03-12,Bwaise,3.9
2020-03-13,Bwaise,12.3
2020-03-14,Bwaise,1.8
2020-03-15,Bwaise,2.5
2020-03-16,Bwaise,12.8
2020-03-17,Bwaise,3.1
2020-03-18,Bwaise,9.9
2020-03-19,Bwaise,4.8
2020-03-20,Bwaise,1.2
2020-03-21,Bwaise,9.0
2020-03-22,Bwaise,14.9
2020-03-23,Bwaise,6.2
2020-03-24,Bwaise,4.0
2020-03-25,Bwaise,3.9
2020-03-26,Bwaise,3.6
2020-03-27,Bwaise,15.8
2020-03-28,Bwaise,18.6
2020-03-29,Bwaise,4.5
2020-03-30,Bwaise,0.4
2020-03-31,Bwaise,0.9
2020-04-01,Bwaise,0.8
2020-04-02,Bwaise,1.4
2020-04-03,Bwaise,1.4
2020-04-04,Bwaise,4.3
2020-04-05,Bwaise,2.9
2020-04-06,Bwaise,1.8
2020-04-07,Bwaise,1.1
2020-04-08,Bwaise,0.3
2020-04-09,Bwaise,1.2
2020-04-10,Bwaise,8.0
2020-04-11,Bwaise,1.9
2020-04-12,Bwaise,17.0
2020-04-13,Bwaise,16.2
2020-04-14,Bwaise,22.0
2020-04-15,Bwaise,2.7
2020-04-16,Bwaise,1.7
2020-04-17,Bwaise,13.1
2020-04-18,Bwaise,8.1
2020-04-19,Bwaise,10.2
2020-04-20,Bwaise,14.3
2020-04-21,Bwaise,6.1
2020-04-22,Bwaise,14.3
2020-04-23,Bwaise,20.4
2020-04-24,Bwaise,2.1
2020-04-25,Bwaise,0.8
2020-04-26,Bwaise,3.4
2020-04-27,Bwaise,3.4
2020-04-28,Bwaise,10.0
2020-04-29,Bwaise,9.6
2020-04-30,Bwaise,5.0
2020-05-01,Bwaise,6.9
2020-05-02,Bwaise,27.3
2020-05-03,Bwaise,4.6
2020-05-04,Bwaise,1.0
2020-05-05,Bwaise,1.2
2020-05-06,Bwaise,5.7
2020-05-07,Bwaise,13.5
2020-05-08,Bwaise,11.0
2020-05-09,Bwaise,13.7
2020-05-10,Bwaise,34.8
2020-05-11,Bwaise,6.9
2020-05-12,Bwaise,6.0
2020-05-13,Bwaise,1.2
2020-05-14,Bwaise,2.8
2020-05-15,Bwaise,0.6
2020-05-16,Bwaise,3.8
2020-05-17,Bwaise,2.9
2020-05-18,Bwaise,3.8
2020-05-19,Bwaise,1.8
2020-05-20,Bwaise,2.6
2020-05-21,Bwaise,1.0
2020-05-22,Bwaise,1.0
2020-05-23,Bwaise,0.0
2020-05-24,Bwaise,0.2
2020-05-25,Bwaise,1.3
2020-05-26,Bwaise,0.9
2020-05-27,Bwaise,0.5
2020-05-28,Bwaise,0.4
2020-05-29,Bwaise,6.8
2020-05-30,Bwaise,2.1
2020-05-31,Bwaise,1.1
2020-06-01,Bwaise,0.5
2020-06-02,Bwaise,1.9
2020-06-03,Bwaise,9.8
2020-06-04,Bwaise,10.6
2020-06-05,Bwaise,0.6
2020-06-06,Bwaise,2.2
2020-06-07,Bwaise,1.1
2020-06-08,Bwaise,1.6
2020-06-09,Bwaise,1.9
2020-06-10,Bwaise,16.6
2020-06-11,Bwaise,10.5
2020-06-12,Bwaise,6.3
2020-06-13,Bwaise,8.1
2020-06-14,Bwaise,6.8
2020-06-15,Bwaise,1.7
2020-06-16,Bwaise,0.2
2020-06-17,Bwaise,0.3
2020-06-18,Bwaise,0.6
2020-06-19,Bwaise,2.8
2020-06-20,Bwaise,4.8
2020-06-21,Bwaise,0.8
2020-06-22,Bwaise,0.8
2020-06-23,Bwaise,0.7
2020-06-24,Bwaise,4.7
2020-06-25,Bwaise,6.0
2020-06-26,Bwaise,0.1
2020-06-27,Bwaise,0.6
2020-06-28,Bwaise,0.7
2020-06-29,Bwaise,3.3
2020-06-30,Bwaise,0.1
2020-07-01,Bwaise,0.4
2020-07-02,Bwaise,1.3
2020-07-03,Bwaise,2.5
2020-07-04,Bwaise,0.7
2020-07-05,Bwaise,1.5
2020-07-06,Bwaise,16.0
2020-07-07,Bwaise,0.7
2020-07-08,Bwaise,3.0
2020-07-09,Bwaise,0.6
2020-07-10,Bwaise,0.7
2020-07-11,Bwaise,10.0
2020-07-12,Bwaise,0.2
2020-07-13,Bwaise,1.1
2020-07-14,Bwaise,9.9
2020-07-15,Bwaise,0.0
2020-07-16,Bwaise,18.2
2020-07-17,Bwaise,9.3
2020-07-18,Bwaise,0.0
2020-07-19,Bwaise,1.9
2020-07-20,Bwaise,0.4
2020-07-21,Bwaise,13.0
2020-07-22,Bwaise,0.3
2020-07-23,Bwaise,1.8
2020-07-24,Bwaise,8.8
2020-07-25,Bwaise,0.3
2020-07-26,Bwaise,0.4
2020-07-27,Bwaise,0.2
2020-07-28,Bwaise,0.7
2020-07-29,Bwaise,0.8
2020-07-30,Bwaise,14.9
2020-07-31,Bwaise,0.0
2020-08-01,Bwaise,0.9
2020-08-02,Bwaise,1.6
2020-08-03,Bwaise,0.7
2020-08-04,Bwaise,0.4
2020-08-05,Bwaise,0.2
2020-08-06,Bwaise,0.7
2020-08-07,Bwaise,0.9
2020-08-08,Bwaise,14.7
2020-08-09,Bwaise,0.1
2020-08-10,Bwaise,0.6
2020-08-11,Bwaise,7.8
2020-08-12,Bwaise,7.2
2020-08-13,Bwaise,1.0
2020-08-14,Bwaise,5.9
2020-08-15,Bwaise,0.1
2020-08-16,Bwaise,2.4
2020-08-17,Bwaise,1.6
2020-08-18,Bwaise,5.1
2020-08-19,Bwaise,5.1
2020-08-20,Bwaise,8.4
2020-08-21,Bwaise,5.1
2020-08-22,Bwaise,1.6
2020-08-23,Bwaise,5.4
2020-08-24,Bwaise,2.1
2020-08-25,Bwaise,0.2
2020-08-26,Bwaise,7.0
2020-08-27,Bwaise,2.2
2020-08-28,Bwaise,1.6
2020-08-29,Bwaise,0.6
2020-08-30,Bwaise,0.3
2020-08-31,Bwaise,7.6
2020-09-01,Bwaise,1.0
2020-09-02,Bwaise,0.7
2020-09-03,Bwaise,1.2
2020-09-04,Bwaise,0.8
2020-09-05,Bwaise,1.8
2020-09-06,Bwaise,21.4
2020-09-07,Bwaise,6.5
2020-09-08,Bwaise,0.5
2020-09-09,Bwaise,3.6
2020-09-10,Bwaise,0.4
2020-09-11,Bwaise,1.0
2020-09-12,Bwaise,15.0
2020-09-13,Bwaise,3.2
2020-09-14,Bwaise,8.7
2020-09-15,Bwaise,2.0
2020-09-16,Bwaise,2.7
2020-09-17,Bwaise,1.8
2020-09-18,Bwaise,0.9
2020-09-19,Bwaise,3.3
2020-09-20,Bwaise,2.6
2020-09-21,Bwaise,4.9
2020-09-22,Bwaise,4.8
2020-09-23,Bwaise,10.9
2020-09-24,Bwaise,0.8
2020-09-25,Bwaise,6.6
2020-09-26,Bwaise,1.6
2020-09-27,Bwaise,0.9
2020-09-28,Bwaise,5.4
2020-09-29,Bwaise,1.6
2020-09-30,Bwaise,2.9
2020-10-01,Bwaise,5.0
2020-10-02,Bwaise,2.2
2020-10-03,Bwaise,3.2
2020-10-04,Bwaise,3.5
2020-10-05,Bwaise,1.7
2020-10-06,Bwaise,2.4
2020-10-07,Bwaise,1.2
2020-10-08,Bwaise,2.4
2020-10-09,Bwaise,8.4
2020-10-10,Bwaise,7.8
2020-10-11,Bwaise,0.1
2020-10-12,Bwaise,8.6
2020-10-13,Bwaise,8.9
2020-10-14,Bwaise,0.6
2020-10-15,Bwaise,1.3
2020-10-16,Bwaise,2.4
2020-10-17,Bwaise,3.6
2020-10-18,Bwaise,16.0
2020-10-19,Bwaise,13.6
2020-10-20,Bwaise,15.6
2020-10-21,Bwaise,0.7
2020-10-22,Bwaise,4.7
2020-10-23,Bwaise,2.6
2020-10-24,Bwaise,1.4
2020-10-25,Bwaise,18.7
2020-10-26,Bwaise,19.3
2020-10-27,Bwaise,18.7
2020-10-28,Bwaise,14.3
2020-10-29,Bwaise,29.7
2020-10-30,Bwaise,22.9
2020-10-31,Bwaise,1.2
2020-11-01,Bwaise,1.0
2020-11-02,Bwaise,2.7
2020-11-03,Bwaise,1.5
2020-11-04,Bwaise,2.3
2020-11-05,Bwaise,3.2
2020-11-06,Bwaise,12.8
2020-11-07,Bwaise,4.8
2020-11-08,Bwaise,1.7
2020-11-09,Bwaise,9.1
2020-11-10,Bwaise,6.3
2020-11-11,Bwaise,15.3
2020-11-12,Bwaise,5.2
2020-11-13,Bwaise,1.7
2020-11-14,Bwaise,16.6
2020-11-15,Bwaise,16.5
2020-11-16,Bwaise,20.1
2020-11-17,Bwaise,13.9
2020-11-18,Bwaise,6.0
2020-11-19,Bwaise,0.2
2020-11-20,Bwaise,1.1
2020-11-21,Bwaise,5.8
2020-11-22,Bwaise,5.6
2020-11-23,Bwaise,3.1
2020-11-24,Bwaise,2.0
2020-11-25,Bwaise,27.5
2020-11-26,Bwaise,0.9
2020-11-27,Bwaise,8.6
2020-11-28,Bwaise,5.8
2020-11-29,Bwaise,31.3
2020-11-30,Bwaise,1.9
2020-12-01,Bwaise,0.6
2020-12-02,Bwaise,0.0
2020-12-03,Bwaise,0.1
2020-12-04,Bwaise,7.6
2020-12-05,Bwaise,1.2
2020-12-06,Bwaise,1.8
2020-12-07,Bwaise,0.2
2020-12-08,Bwaise,6.4
2020-12-09,Bwaise,1.4
2020-12-10,Bwaise,4.1
2020-12-11,Bwaise,10.7
2020-12-12,Bwaise,0.9
2020-12-13,Bwaise,1.2
2020-12-14,Bwaise,0.2
2020-12-15,Bwaise,1.2
2020-12-16,Bwaise,0.0
2020-12-17,Bwaise,0.7
2020-12-18,Bwaise,6.9
2020-12-19,Bwaise,20.0
2020-12-20,Bwaise,5.5
2020-12-21,Bwaise,5.6
2020-12-22,Bwaise,3.6
2020-12-23,Bwaise,1.2
2020-12-24,Bwaise,2.1
2020-12-25,Bwaise,6.5
2020-12-26,Bwaise,3.3
2020-12-27,Bwaise,5.4
2020-12-28,Bwaise,0.0
2020-12-29,Bwaise,0.1
2020-12-30,Bwaise,0.6
2020-12-31,Bwaise,1.3
2021-01-01,Bwaise,6.6
2021-01-02,Bwaise,9.6
2021-01-03,Bwaise,1.1
2021-01-04,Bwaise,0.8
2021-01-05,Bwaise,0.6
2021-01-06,Bwaise,2.4
2021-01-07,Bwaise,0.0
2021-01-08,Bwaise,0.0
2021-01-09,Bwaise,4.7
2021-01-10,Bwaise,2.1
2021-01-11,Bwaise,6.3
2021-01-12,Bwaise,0.1
2021-01-13,Bwaise,11.7
2021-01-14,Bwaise,2.3
2021-01-15,Bwaise,14.9
2021-01-16,Bwaise,7.8
2021-01-17,Bwaise,2.7
2021-01-18,Bwaise,1.6
2021-01-19,Bwaise,3.7
2021-01-20,Bwaise,2.4
2021-01-21,Bwaise,1.1
2021-01-22,Bwaise,0.2
2021-01-23,Bwaise,1.2
2021-01-24,Bwaise,3.5
2021-01-25,Bwaise,3.2
2021-01-26,Bwaise,7.0
2021-01-27,Bwaise,2.0
2021-01-28,Bwaise,0.4
2021-01-29,Bwaise,0.1
2021-01-30,Bwaise,6.4
2021-01-31,Bwaise,0.4
2021-02-01,Bwaise,0.1
2021-02-02,Bwaise,0.9
2021-02-03,Bwaise,0.6
2021-02-04,Bwaise,2.2
2021-02-05,Bwaise,3.1
2021-02-06,Bwaise,0.2
2021-02-07,Bwaise,0.0
2021-02-08,Bwaise,0.0
2021-02-09,Bwaise,0.0
2021-02-10,Bwaise,5.7
2021-02-11,Bwaise,11.6
2021-02-12,Bwaise,12.6
2021-02-13,Bwaise,6.0
2021-02-14,Bwaise,3.9
2021-02-15,Bwaise,0.4
2021-02-16,Bwaise,4.1
2021-02-17,Bwaise,0.2
2021-02-18,Bwaise,8.5
2021-02-19,Bwaise,0.2
2021-02-20,Bwaise,0.0
2021-02-21,Bwaise,0.0
2021-02-22,Bwaise,8.5
2021-02-23,Bwaise,2.9
2021-02-24,Bwaise,0.5
2021-02-25,Bwaise,2.0
2021-02-26,Bwaise,0.2
2021-02-27,Bwaise,0.1
2021-02-28,Bwaise,1.3
2021-03-01,Bwaise,1.3
2021-03-02,Bwaise,1.4
2021-03-03,Bwaise,7.9
2021-03-04,Bwaise,12.1
2021-03-05,Bwaise,9.4
2021-03-06,Bwaise,12.5
2021-03-07,Bwaise,1.9
2021-03-08,Bwaise,11.9
2021-03-09,Bwaise,12.2
2021-03-10,Bwaise,1.8
2021-03-11,Bwaise,0.2
2021-03-12,Bwaise,0.0
2021-03-13,Bwaise,0.0
2021-03-14,Bwaise,0.5
2021-03-15,Bwaise,2.0
2021-03-16,Bwaise,3.9
2021-03-17,Bwaise,6.5
2021-03-18,Bwaise,2.3
2021-03-19,Bwaise,1.6
2021-03-20,Bwaise,1.2
2021-03-21,Bwaise,4.7
2021-03-22,Bwaise,2.1
2021-03-23,Bwaise,1.2
2021-03-24,Bwaise,0.6
2021-03-25,Bwaise,0.5
2021-03-26,Bwaise,0.1
2021-03-27,Bwaise,0.7
2021-03-28,Bwaise,1.2
2021-03-29,Bwaise,0.2
2021-03-30,Bwaise,3.7
2021-03-31,Bwaise,3.3
2021-04-01,Bwaise,8.2
2021-04-02,Bwaise,6.4
2021-04-03,Bwaise,12.0
2021-04-04,Bwaise,6.1
2021-04-05,Bwaise,6.4
2021-04-06,Bwaise,14.5
2021-04-07,Bwaise,4.8
2021-04-08,Bwaise,24.6
2021-04-09,Bwaise,1.9
2021-04-10,Bwaise,2.3
2021-04-11,Bwaise,11.2
2021-04-12,Bwaise,10.8
2021-04-13,Bwaise,36.4
2021-04-14,Bwaise,5.8
2021-04-15,Bwaise,4.0
2021-04-16,Bwaise,1.5
2021-04-17,Bwaise,1.5
2021-04-18,Bwaise,0.6
2021-04-19,Bwaise,15.9
2021-04-20,Bwaise,15.9
2021-04-21,Bwaise,11.2
2021-04-22,Bwaise,18.8
2021-04-23,Bwaise,14.2
2021-04-24,Bwaise,14.7
2021-04-25,Bwaise,20.8
2021-04-26,Bwaise,0.4
2021-04-27,Bwaise,1.4
2021-04-28,Bwaise,7.4
2021-04-29,Bwaise,3.7
2021-04-30,Bwaise,4.6
2021-05-01,Bwaise,2.1
2021-05-02,Bwaise,4.7
2021-05-03,Bwaise,16.2
2021-05-04,Bwaise,3.2
2021-05-05,Bwaise,1.1
2021-05-06,Bwaise,6.0
2021-05-07,Bwaise,14.8
2021-05-08,Bwaise,4.4
2021-05-09,Bwaise,14.6
2021-05-10,Bwaise,7.4
2021-05-11,Bwaise,17.1
2021-05-12,Bwaise,10.8
2021-05-13,Bwaise,0.5
2021-05-14,Bwaise,17.7
2021-05-15,Bwaise,26.0
2021-05-16,Bwaise,0.8
2021-05-17,Bwaise,2.7
2021-05-18,Bwaise,4.8
2021-05-19,Bwaise,19.7
2021-05-20,Bwaise,4.8
2021-05-21,Bwaise,1.4
2021-05-22,Bwaise,0.9
2021-05-23,Bwaise,2.2
2021-05-24,Bwaise,0.4
2021-05-25,Bwaise,0.4
2021-05-26,Bwaise,0.5
2021-05-27,Bwaise,0.4
2021-05-28,Bwaise,0.6
2021-05-29,Bwaise,0.4
2021-05-30,Bwaise,4.0
2021-05-31,Bwaise,0.3
2021-06-01,Bwaise,0.5
2021-06-02,Bwaise,0.3
2021-06-03,Bwaise,5.0
2021-06-04,Bwaise,6.3
2021-06-05,Bwaise,1.0
2021-06-06,Bwaise,20.6
2021-06-07,Bwaise,2.2
2021-06-08,Bwaise,0.6
2021-06-09,Bwaise,0.2
2021-06-10,Bwaise,0.7
2021-06-11,Bwaise,0.3
2021-06-12,Bwaise,1.1
2021-06-13,Bwaise,0.2
2021-06-14,Bwaise,0.6
2021-06-15,Bwaise,0.7
2021-06-16,Bwaise,0.0
2021-06-17,Bwaise,4.5
2021-06-18,Bwaise,7.9
2021-06-19,Bwaise,20.0
2021-06-20,Bwaise,5.8
2021-06-21,Bwaise,8.5
2021-06-22,Bwaise,1.0
2021-06-23,Bwaise,0.3
2021-06-24,Bwaise,1.1
2021-06-25,Bwaise,1.8
2021-06-26,Bwaise,0.6
2021-06-27,Bwaise,0.4
2021-06-28,Bwaise,0.4
2021-06-29,Bwaise,1.5
2021-06-30,Bwaise,11.1
2021-07-01,Bwaise,0.8
2021-07-02,Bwaise,0.5
2021-07-03,Bwaise,0.4
2021-07-04,Bwaise,0.6
2021-07-05,Bwaise,0.1
2021-07-06,Bwaise,0.5
2021-07-07,Bwaise,1.7
2021-07-08,Bwaise,1.0
2021-07-09,Bwaise,0.7
2021-07-10,Bwaise,0.0
2021-07-11,Bwaise,2.1
2021-07-12,Bwaise,0.3
2021-07-13,Bwaise,6.8
2021-07-14,Bwaise,5.5
2021-07-15,Bwaise,23.6
2021-07-16,Bwaise,13.2
2021-07-17,Bwaise,0.0
2021-07-18,Bwaise,0.0
2021-07-19,Bwaise,0.0
2021-07-20,Bwaise,0.4
2021-07-21,Bwaise,0.4
2021-07-22,Bwaise,0.0
2021-07-23,Bwaise,0.0
2021-07-24,Bwaise,0.2
2021-07-25,Bwaise,0.0
2021-07-26,Bwaise,0.0
2021-07-27,Bwaise,0.0
2021-07-28,Bwaise,0.0
2021-07-29,Bwaise,0.5
2021-07-30,Bwaise,0.5
2021-07-31,Bwaise,0.1
2021-08-01,Bwaise,0.0
2021-08-02,Bwaise,1.3
2021-08-03,Bwaise,0.5
2021-08-04,Bwaise,0.1
2021-08-05,Bwaise,0.7
2021-08-06,Bwaise,7.1
2021-08-07,Bwaise,1.0
2021-08-08,Bwaise,0.9
2021-08-09,Bwaise,6.5
2021-08-10,Bwaise,7.7
2021-08-11,Bwaise,4.2
2021-08-12,Bwaise,3.2
2021-08-13,Bwaise,7.9
2021-08-14,Bwaise,17.6
2021-08-15,Bwaise,13.4
2021-08-16,Bwaise,1.4
2021-08-17,Bwaise,0.6
2021-08-18,Bwaise,2.5
2021-08-19,Bwaise,1.0
2021-08-20,Bwaise,8.3
2021-08-21,Bwaise,2.1
2021-08-22,Bwaise,5.4
2021-08-23,Bwaise,0.6
2021-08-24,Bwaise,0.0
2021-08-25,Bwaise,0.7
2021-08-26,Bwaise,0.5
2021-08-27,Bwaise,0.2
2021-08-28,Bwaise,0.1
2021-08-29,Bwaise,0.0
2021-08-30,Bwaise,0.5
2021-08-31,Bwaise,1.0
2021-09-01,Bwaise,3.6
2021-09-02,Bwaise,3.5
2021-09-03,Bwaise,5.8
2021-09-04,Bwaise,15.5
