id,date,market,commodity,price
fd-2033,2021-01-16,Kansanga,beans,18400
fd-2034,2021-11-11,Nakasero,fish,22800
fd-2035,2022-04-05,,eggs,1200
fd-2036,2020-11-03,Kansanga,Cassava,19800
fd-2037,2020-05-31,,eggs,7600
fd-2038,2022-08-06,Mukono,fish,14000
fd-2039,2020-03-24,Bwaise,MAIZE,22200
fd-2039,2020-03-24,Bwaise,MAIZE,22200
fd-2040,2021-03-22,Kansanga,Cassava,16000
fd-2041,2020-11-11,Bwaise,CASSAVA,16600
fd-2042,2021-03-16,Bwaise,beans,5900
fd-2043,2022-05-23,Mukono,Maize,24600
fd-2043,2022-05-23,Mukono,Maize,24600
fd-2044,2020-04-04,Bwaise,maize,-4300
fd-2044,2020-04-04,Bwaise,maize,-4300
fd-2045,2021-11-26,Nakasero,banana leaves,5900
fd-2046,2021-08-19,Mukono,maize,6700
fd-2047,2021-05-17,Mukono,beans,20600
fd-2048,2020-05-21,Mukono,CASSAVA,9000
fd-2049,2021-05-23,,eggs,1500
fd-2050,2021-04-29,Kansanga,Beans,10500
fd-2051,2022-04-06,Bwaise,beans,7300
fd-2052,2020-03-22,Mukono,banana leaves,5300
fd-2053,2020-03-16,Nakasero,Beans,19400
fd-2054,2022-08-10,,banana leaves,23700
fd-2055,2020-06-09,Kansanga,eggs,2100
fd-2055,2020-06-09,Kansanga,eggs,2100
fd-2056,2020-07-10,Kansanga,CASSAVA,13500
fd-2057,2022-04-15,Nakasero,Cassava,19000
fd-2058,2020-06-17,Nakasero,Cassava,11400
fd-2059,2021-09-10,Kansanga,beans,24100
fd-2060,2022-15-48,Nakasero,banana leaves,500
fd-2061,2020-07-25,Bwaise,MAIZE,22000
fd-2062,2021-02-04,,banana leaves,20500
fd-2063,2020-02-10,Kansanga,banana leaves,18100
fd-2064,2020-01-19,Kansanga,banana leaves,2500
fd-2065,2022-07-25,,banana leaves,10800
fd-2066,2022-07-01,Mukono,eggs,19400
fd-2067,2020-02-11,Bwaise,CASSAVA,500
fd-2068,2020-10-07,,fish,1000
fd-2069,2021-10-17,Nakasero,banana leaves,16700
fd-2070,2020-10-21,Mukono,eggs,13200
fd-2071,2020-07-24,Mukono,Cassava,21600
fd-2072,2022-08-11,Nakasero,MAIZE,22500
fd-2073,2022-01-16,Bwaise,Beans,9900
fd-2074,2020-03-11,Mukono,MAIZE,600
fd-2075,2022-02-15,Nakasero,MAIZE,15200
fd-2076,2021-07-01,Kansanga,fish,22300
fd-2077,2020-04-04,Nakasero,MAIZE,6700
fd-2078,2024-17-45,Mukono,Maize,11700
fd-2079,2021-05-05,Nakasero,maize,13200
fd-2080,2022-03-05,Kansanga,eggs,20800
fd-2081,2020-03-09,Bwaise,CASSAVA,15500
fd-2082,2020-02-12,Mukono,CASSAVA,19200
fd-2083,2021-10-26,Nakasero,Cassava,700
fd-2084,2022-05-13,Mukono,banana leaves,4300
fd-2085,2021-07-18,Nakasero,Maize,1500
fd-2086,2021-07-03,Kansanga,beans,-4600
fd-2086,2021-07-03,Kansanga,beans,-4600
fd-2087,2020-05-20,Nakasero,Cassava,9600
fd-2088,2021-06-27,Nakasero,Maize,24700
fd-2089,2020-12-01,Bwaise,Maize,17700
fd-2090,2020-04-07,Nakasero,Beans,4500
fd-2091,2020-08-25,Mukono,beans,18500
fd-2092,2021-12-30,,banana leaves,18300
fd-2093,2022-07-05,Kansanga,maize,14200
fd-2094,2020-05-20,Mukono,Maize,19700
fd-2094,2020-05-20,Mukono,Maize,19700
fd-2095,2022-04-08,Nakasero,Cassava,9100
fd-2096,2020-09-10,Mukono,Beans,21700
fd-2097,2022-04-11,Mukono,CASSAVA,23700
fd-2098,2021-11-29,,eggs,600
fd-2099,2022-01-17,Bwaise,CASSAVA,2400
fd-2100,2022-04-24,,beans,13700
fd-2101,2020-10-02,Bwaise,banana leaves,4500
fd-2102,2020-01-02,Mukono,Cassava,24900
fd-2103,2021-10-18,,Maize,8600
fd-2104,2022-02-01,Mukono,Maize,4800
fd-2105,2020-01-03,Bwaise,Maize,900
fd-2106,2020-05-30,Mukono,Beans,13900
fd-2107,2021-11-10,Bwaise,MAIZE,12000
fd-2108,2020-09-05,Kansanga,CASSAVA,14800
fd-2108,2020-09-05,Kansanga,CASSAVA,14800
fd-2108,2020-03-03,Mukono,CASSAVA,7100
fd-2110,2020-10-13,Bwaise,Cassava,16000
fd-2111,2020-12-22,Nakasero,eggs,23000
fd-2112,2020-10-03,Bwaise,CASSAVA,4800
fd-2112,2020-10-03,Bwaise,CASSAVA,4800
fd-2113,2020-08-12,,fish,5200
fd-2114,2021-12-07,Mukono,beans,17400
fd-2115,2024-17-45,Mukono,eggs,8700
fd-2116,2021-07-23,,banana leaves,17800
fd-2117,2020-01-04,Bwaise,maize,23000
fd-2118,2021-05-07,Bwaise,MAIZE,10500
fd-2119,2020-10-05,,eggs,22400
fd-2120,2020-04-08,Kansanga,CASSAVA,8500
fd-2121,2022-02-16,Bwaise,fish,7900
fd-2122,2020-04-15,,MAIZE,1900
fd-2123,2020-03-15,Mukono,fish,4900
fd-2124,2020-02-07,Nakasero,maize,13900
fd-2125,2021-04-05,Bwaise,Maize,8200
fd-2126,2021-09-04,,eggs,-2200
fd-2127,2022-01-16,Mukono,CASSAVA,7500
fd-2128,2021-05-30,,eggs,9500
fd-2128,2021-05-30,,eggs,9500
fd-2129,2022-02-10,Kansanga,fish,1300
fd-2130,2021-11-14,Nakasero,eggs,5600
fd-2131,2022-04-27,Bwaise,eggs,15600
fd-2131,2022-04-27,Bwaise,eggs,15600
fd-2132,2020-02-02,Mukono,eggs,10300
fd-2133,2022-05-03,Bwaise,CASSAVA,6100
fd-2134,2022-07-03,Kansanga,Maize,5600
fd-2135,2020-08-22,Bwaise,beans,23800
fd-2136,2022-08-12,,banana leaves,15300
fd-2137,2021-08-03,Bwaise,CASSAVA,20500
fd-2138,2021-09-12,Bwaise,maize,10100
fd-2139,2022-06-14,,Maize,4600
fd-2140,2022-08-30,Mukono,fish,21700
fd-2141,2021-06-14,Bwaise,fish,4600
fd-2142,2021-07-10,Mukono,eggs,3200
fd-2143,2020-12-06,,MAIZE,1900
fd-2144,2022-04-02,Bwaise,Maize,20900
fd-2145,2020-03-23,Nakasero,CASSAVA,9500
fd-2146,2020-01-12,Mukono,maize,24100
fd-2146,2020-01-12,Mukono,maize,24100
fd-2147,2022-04-07,,Maize,6700
fd-2148,2022-07-04,,Beans,21100
fd-2149,2020-12-27,Nakasero,Cassava,17000
fd-2150,2020-03-28,,MAIZE,19300
fd-2151,2022-02-25,Mukono,MAIZE,9900
fd-2152,2021-04-25,Mukono,fish,1300
fd-2152,2021-04-25,Mukono,fish,1300
fd-2153,2022-06-26,Bwaise,Cassava,11600
fd-2154,2020-06-02,Kansanga,Cassava,8200
fd-2155,2020-11-25,Nakasero,maize,6000
fd-2156,2022-01-01,Mukono,CASSAVA,7300
fd-2157,2021-04-16,,Beans,1000
fd-2158,2022-05-26,,MAIZE,2400
fd-2159,2021-02-05,Nakasero,fish,18700
fd-2160,2022-01-20,Nakasero,MAIZE,16000
fd-2161,2021-01-22,Bwaise,fish,13500
fd-2162,2021-12-14,Kansanga,banana leaves,24200
fd-2163,2022-01-18,Nakasero,Cassava,1100
fd-2164,2021-01-12,,Cassava,10600
fd-2165,2020-02-11,Kansanga,beans,21100
fd-2166,2022-02-14,Nakasero,maize,8000
fd-2167,2020-07-10,Nakasero,eggs,24300
fd-2167,2020-07-10,Nakasero,eggs,24300
fd-2168,2021-02-25,Nakasero,beans,17800
fd-2169,2022-01-18,Mukono,Beans,23300
fd-2170,2020-12-05,Bwaise,CASSAVA,23300
fd-2170,2020-12-05,Bwaise,CASSAVA,23300
fd-2171,2021-12-04,Mukono,beans,7500
fd-2172,2022-04-28,,beans,23700
fd-2173,2022-04-05,Mukono,Maize,20100
fd-2174,2020-05-06,,maize,7000
fd-2175,2021-05-19,Bwaise,MAIZE,11000
fd-2176,2020-02-05,Mukono,Maize,20500
fd-2177,2021-02-02,Mukono,CASSAVA,13800
fd-2178,2020-01-09,Mukono,MAIZE,1300
fd-2179,2022-03-08,Kansanga,Maize,20000
fd-2179,2020-12-07,Kansanga,CASSAVA,9700
fd-2181,2022-07-18,Kansanga,maize,22700
fd-2182,2020-05-17,Mukono,Maize,2800
fd-2183,2021-08-11,Nakasero,Maize,7900
fd-2184,2020-01-28,,MAIZE,13800
fd-2185,2020-08-08,,banana leaves,2900
fd-2186,2020-03-19,Mukono,beans,23200
fd-2187,2021-07-02,Kansanga,maize,21100
fd-2187,2021-07-02,Kansanga,maize,21100
fd-2188,2022-08-16,Kansanga,Cassava,24800
fd-2188,2022-08-16,Kansanga,Cassava,24800
fd-2189,2020-05-11,Kansanga,maize,6800
fd-2190,2021-01-04,Kansanga,Cassava,3300
fd-2191,2021-12-02,Kansanga,Maize,24900
fd-2192,2020-09-17,Nakasero,Beans,14500
fd-2193,2021-05-12,Kansanga,Cassava,21600
fd-2194,2022-05-01,Nakasero,beans,1800
fd-2195,2022-03-23,,CASSAVA,11700
fd-2196,2021-07-17,,MAIZE,7400
fd-2197,2020-02-24,Mukono,Beans,23200
fd-2197,2020-02-24,Mukono,Beans,23200
fd-2198,2021-08-01,,Maize,9800
fd-2199,2021-04-08,Nakasero,banana leaves,13700
fd-2200,2021-10-02,Kansanga,banana leaves,12800
fd-2201,2021-10-19,,banana leaves,22600
fd-2202,2022-06-29,,beans,12400
fd-2203,2020-05-30,Nakasero,banana leaves,1100
fd-2204,2022-03-22,Bwaise,MAIZE,4000
fd-2205,2020-10-28,Bwaise,Cassava,18800
fd-2206,2020-01-24,,CASSAVA,21400
fd-2207,2020-02-01,Kansanga,MAIZE,10600
fd-2208,2021-09-13,Bwaise,Beans,20200
fd-2209,2021-06-16,Bwaise,fish,9800
fd-2210,2022-06-27,Mukono,MAIZE,19000
fd-2211,2022-05-19,Bwaise,Cassava,12200
fd-2212,2020-04-05,,Cassava,11700
fd-2213,2020-01-16,,CASSAVA,3700
fd-2214,2020-07-13,,Beans,4400
fd-2215,2021-07-08,Bwaise,eggs,10600
fd-2216,2022-05-25,Mukono,MAIZE,7800
fd-2216,2022-05-25,Mukono,MAIZE,7800
fd-2217,2021-09-06,Kansanga,Cassava,2300
fd-2218,2020-07-25,Mukono,Maize,20500
fd-2219,2020-02-19,Mukono,Cassava,20500
fd-2220,2020-03-15,Nakasero,maize,6300
fd-2221,2022-08-30,Kansanga,Cassava,2100
fd-2222,2020-01-18,Kansanga,CASSAVA,9700
fd-2223,2022-06-25,Bwaise,Cassava,13900
fd-2224,2021-07-22,Mukono,CASSAVA,16000
fd-2225,2021-08-01,,Maize,9100
fd-2225,2021-08-01,,Maize,9100
fd-2226,2020-09-26,Mukono,eggs,15300
fd-2227,2020-11-17,Nakasero,MAIZE,13600
fd-2228,2020-01-11,Bwaise,MAIZE,3000
fd-2228,2022-02-07,Kansanga,eggs,22400
fd-2230,2022-09-26,Nakasero,Cassava,7600
fd-2231,2020-11-10,Nakasero,banana leaves,-1100
fd-2232,2022-06-03,Kansanga,beans,3500
fd-2233,2021-04-07,Bwaise,beans,13500
fd-2234,2021-04-19,Kansanga,fish,6600
fd-2235,2022-06-18,Kansanga,banana leaves,6400
fd-2236,2022-09-24,Kansanga,MAIZE,11600
fd-2237,2021-09-13,Kansanga,eggs,8000
fd-2238,2022-05-18,,MAIZE,10900
fd-2239,2021-04-05,Mukono,CASSAVA,19700
fd-2240,2022-08-07,Mukono,CASSAVA,2500
fd-2241,2021-02-18,,MAIZE,1000
fd-2241,2020-03-27,Bwaise,MAIZE,11900
fd-2243,2021-11-26,Nakasero,maize,18100
fd-2244,2021-02-18,,MAIZE,17600
fd-2245,2021-08-07,Bwaise,Beans,15400
fd-2246,2021-07-01,Nakasero,eggs,20400
fd-2247,2022-09-02,Bwaise,MAIZE,1700
fd-2248,2021-12-09,Bwaise,fish,24000
fd-2249,2020-10-25,Bwaise,beans,11500
fd-2250,2020-03-08,Mukono,beans,21000
fd-2251,2022-07-23,Mukono,CASSAVA,6300
fd-2252,2021-05-04,Bwaise,fish,22000
fd-2253,2021-01-24,Mukono,banana leaves,21000
fd-2254,2021-05-19,Kansanga,fish,20900
fd-2255,2022-05-15,Bwaise,MAIZE,19400
fd-2256,2021-10-20,,Beans,500
fd-2257,2020-08-31,Nakasero,maize,1400
fd-2258,2021-02-03,Kansanga,banana leaves,15400
fd-2259,2020-10-13,,MAIZE,11700
fd-2260,2021-06-20,Kansanga,CASSAVA,6900
fd-2261,2020-07-09,Bwaise,MAIZE,24700
fd-2262,2022-06-06,Bwaise,eggs,19200
fd-2263,2020-03-22,Nakasero,MAIZE,11500
fd-2264,2022-08-25,Nakasero,Cassava,19300
fd-2265,2021-12-12,Bwaise,Beans,22900
fd-2266,2021-05-31,Mukono,fish,12500
fd-2267,2020-09-26,Kansanga,fish,20400
fd-2268,2022-04-24,Nakasero,eggs,-3800
fd-2269,2021-06-08,,Maize,4200
fd-2270,2020-07-22,,Beans,9300
fd-2271,2021-02-07,Nakasero,Maize,15300
fd-2272,2020-08-09,Bwaise,Beans,7500
fd-2273,2021-06-21,Mukono,eggs,15100
fd-2274,2020-09-29,Bwaise,Maize,3300
fd-2274,2020-09-29,Bwaise,Maize,3300
fd-2275,2021-09-22,,Maize,17600
fd-2276,2020-05-14,Kansanga,maize,4700
fd-2277,2022-02-24,Nakasero,Cassava,4900
fd-2278,2022-03-05,Kansanga,Cassava,11100
fd-2279,2022-02-11,Kansanga,fish,10200
fd-2280,2021-06-06,Nakasero,beans,11600
fd-2281,2022-06-06,Nakasero,banana leaves,16900
fd-2282,2022-09-17,Mukono,Cassava,1300
fd-2283,2020-02-13,Bwaise,beans,8000
fd-2284,2020-08-30,Bwaise,Maize,10800
fd-2284,2020-08-30,Bwaise,Maize,10800
fd-2284,2020-02-04,,eggs,14400
fd-2286,2020-11-06,Nakasero,fish,13000
fd-2287,2020-05-27,Kansanga,eggs,21300
fd-2288,2021-02-27,Bwaise,maize,17300
fd-2289,2020-10-21,Bwaise,Maize,6100
fd-2290,2020-05-16,Bwaise,Maize,20300
fd-2291,2022-15-48,,Maize,24600
fd-2291,2022-15-48,,Maize,24600
fd-2292,2020-09-25,Kansanga,MAIZE,18600
fd-2293,2021-04-27,Kansanga,fish,22200
fd-2294,2021-05-06,Kansanga,Beans,12400
fd-2295,2020-06-07,,maize,20700
fd-2296,2022-01-29,Kansanga,Cassava,18600
fd-2297,2022-06-08,Bwaise,CASSAVA,21600
fd-2298,2020-07-22,Kansanga,eggs,21900
fd-2299,2020-01-30,Nakasero,MAIZE,19300
fd-2300,2021-02-25,Bwaise,Maize,11200
fd-2301,2020-08-29,,fish,5900
fd-2302,2022-03-19,,fish,18700
fd-2303,2022-01-12,Kansanga,CASSAVA,13300
fd-2304,2020-09-24,Nakasero,banana leaves,16800
fd-2305,2021-04-02,,banana leaves,6600
fd-2306,2020-12-05,Bwaise,banana leaves,17700
fd-2307,2021-12-25,Nakasero,MAIZE,18700
fd-2308,2020-01-29,Mukono,MAIZE,13500
fd-2309,2020-07-11,Bwaise,maize,9100
fd-2310,2021-12-03,Kansanga,fish,19100
fd-2311,2022-01-09,Nakasero,fish,8200
fd-2312,2022-05-07,Mukono,eggs,-3800
fd-2313,2021-08-09,,Beans,2600
fd-2314,2022-06-11,,Maize,-4400
fd-2315,2022-08-22,,Beans,3500
fd-2316,2022-01-22,,eggs,6900
fd-2317,2020-03-25,Bwaise,banana leaves,20400
fd-2318,2020-06-03,Bwaise,Maize,4300
fd-2319,2021-02-23,Kansanga,MAIZE,20300
fd-2320,2021-01-26,Kansanga,Maize,6400
fd-2320,2021-01-26,Kansanga,Maize,6400
fd-2321,2020-05-19,Nakasero,fish,8600
fd-2322,2020-02-07,Nakasero,banana leaves,12900
fd-2323,2021-04-11,Nakasero,fish,9700
fd-2324,2024-17-45,Kansanga,fish,11500
fd-2325,2020-05-17,Bwaise,banana leaves,4700
fd-2325,2020-05-17,Bwaise,banana leaves,4700
fd-2326,2022-05-17,Nakasero,Beans,2600
fd-2327,2021-13-49,,banana leaves,23200
fd-2328,2020-08-22,Kansanga,Maize,6700
fd-2329,2021-01-10,Kansanga,beans,4700
fd-2330,2022-06-28,Bwaise,maize,16200
fd-2331,2020-06-14,Kansanga,eggs,9600
fd-2331,2020-06-14,Kansanga,eggs,9600
fd-2332,2022-01-06,Mukono,Cassava,19800
fd-2332,2022-01-06,Mukono,Cassava,19800
fd-2333,2020-10-15,,Maize,9000
fd-2334,2021-10-08,Mukono,eggs,9800
fd-2334,2021-10-08,Mukono,eggs,9800
fd-2335,2022-15-48,Kansanga,CASSAVA,21400
fd-2336,2021-09-29,Mukono,Beans,22600
fd-2337,2022-05-13,Bwaise,eggs,3900
fd-2338,2020-01-03,Mukono,maize,4300
fd-2339,2020-01-28,Kansanga,fish,15200
fd-2340,2020-06-14,Kansanga,fish,-5000
fd-2341,2021-04-03,Mukono,MAIZE,24000
fd-2342,2020-03-27,Bwaise,fish,-3200
fd-2343,2020-12-06,Mukono,maize,9900
fd-2344,2020-11-03,Bwaise,Cassava,23500
fd-2344,2020-12-23,,fish,15100
fd-2346,2020-01-31,Bwaise,Maize,11400
fd-2347,2020-07-24,,Cassava,14900
fd-2348,2021-03-23,Bwaise,Maize,2500
fd-2349,2021-05-01,Mukono,maize,9200
fd-2350,2020-12-04,,maize,4300
fd-2350,2020-12-04,,maize,4300
fd-2351,2020-05-07,Nakasero,maize,-2400
fd-2352,2021-07-19,Mukono,banana leaves,23600
fd-2353,2021-13-49,Mukono,Beans,1800
fd-2354,2021-08-26,Nakasero,banana leaves,13400
fd-2355,2020-08-17,Mukono,eggs,14800
fd-2356,2021-07-23,Nakasero,Maize,13000
fd-2357,2022-09-02,Mukono,CASSAVA,9200
fd-2358,2021-03-23,Bwaise,eggs,17300
fd-2359,2022-07-22,Mukono,banana leaves,900
fd-2359,2022-07-22,Mukono,banana leaves,900
fd-2360,2022-06-23,Kansanga,MAIZE,-3100
fd-2360,2022-06-23,Kansanga,MAIZE,-3100
fd-2361,2022-05-14,Bwaise,Maize,2200
fd-2362,2021-10-07,Nakasero,Maize,18300
fd-2363,2021-12-01,,banana leaves,17000
fd-2364,2020-05-30,Mukono,Maize,1200
fd-2365,2022-09-14,Nakasero,fish,-1700
fd-2366,2022-07-04,Nakasero,beans,5700
fd-2367,2020-12-30,,fish,8100
fd-2368,2021-03-24,Mukono,fish,1300
fd-2369,2021-04-29,Mukono,MAIZE,12900
fd-2370,2022-02-21,Mukono,MAIZE,16800
fd-2371,2021-09-06,Kansanga,fish,5400
fd-2372,2021-11-17,Kansanga,maize,19700
fd-2373,2022-03-20,Mukono,banana leaves,12100
fd-2374,2020-09-11,Bwaise,CASSAVA,23100
fd-2375,2020-12-28,Mukono,CASSAVA,22000
fd-2376,2020-02-16,,Cassava,9700
fd-2377,2022-01-07,Nakasero,banana leaves,9200
fd-2378,2020-01-12,Bwaise,fish,13100
fd-2379,2022-02-17,Bwaise,Cassava,18400
fd-2380,2022-03-19,Bwaise,beans,17900
fd-2381,2021-03-22,Bwaise,beans,5400
fd-2382,2021-08-12,Mukono,Cassava,-1600
fd-2382,2021-08-12,Mukono,Cassava,-1600
fd-2383,2022-04-29,Mukono,banana leaves,24200
fd-2384,2021-10-17,Bwaise,eggs,4000
fd-2385,2020-01-01,Nakasero,MAIZE,1900
fd-2386,2021-02-14,Nakasero,maize,12300
fd-2387,2020-05-28,Nakasero,Maize,14500
fd-2388,2020-10-23,Nakasero,maize,14100
fd-2389,2021-05-10,Mukono,fish,8900
fd-2390,2020-02-12,,fish,24400
fd-2390,2020-02-12,,fish,24400
fd-2391,2020-05-28,Mukono,beans,9300
fd-2392,2020-08-19,Nakasero,banana leaves,13400
fd-2393,2021-09-23,,banana leaves,8600
fd-2394,2021-07-16,Kansanga,beans,12900
fd-2395,2020-12-01,Nakasero,banana leaves,10700
fd-2396,2020-05-18,,MAIZE,23000
fd-2397,2022-08-09,Kansanga,maize,2800
fd-2398,2020-08-20,,fish,18600
fd-2399,2021-02-24,Bwaise,Maize,9000
fd-2400,2020-01-08,Mukono,maize,21800
fd-2401,2022-09-21,,beans,10100
fd-2402,2020-10-07,,banana leaves,16800
fd-2403,2020-06-14,Mukono,beans,12400
fd-2404,2020-01-30,,CASSAVA,10600
fd-2405,2021-06-02,,maize,8400
fd-2406,2022-06-15,Kansanga,MAIZE,6500
fd-2407,2020-04-21,Kansanga,Beans,11800
fd-2408,2021-11-22,Kansanga,MAIZE,4300
fd-2409,2022-03-28,Kansanga,Cassava,16100
fd-2410,2022-02-21,Nakasero,banana leaves,1400
fd-2411,2020-04-12,Mukono,Beans,16900
fd-2412,2021-10-16,Kansanga,maize,-1300
fd-2412,2021-06-12,Kansanga,CASSAVA,18800
fd-2414,2021-09-01,Nakasero,CASSAVA,900
fd-2415,2022-01-05,Kansanga,beans,21400
fd-2416,2022-07-30,Bwaise,maize,8700
fd-2417,2020-08-21,Kansanga,Beans,24400
fd-2418,2021-07-21,Nakasero,MAIZE,9100
fd-2419,2021-11-18,,eggs,8700
fd-2420,2020-02-18,Mukono,Cassava,21800
fd-2421,2020-05-29,Bwaise,Maize,6800
fd-2422,2022-02-27,,banana leaves,24400
fd-2423,2022-04-15,Mukono,CASSAVA,13500
fd-2424,2021-10-18,Bwaise,CASSAVA,6700
fd-2425,2020-06-22,Mukono,CASSAVA,900
fd-2426,2021-09-13,Kansanga,eggs,8800
fd-2427,2021-09-15,Bwaise,Beans,16900
fd-2428,2020-12-04,Bwaise,beans,-1500
fd-2429,2020-04-16,,Maize,13400
fd-2430,2020-03-09,Kansanga,Beans,9600
fd-2431,2020-09-24,Nakasero,Cassava,17900
fd-2432,2020-03-08,Kansanga,banana leaves,15200
fd-2433,2025-18-37,Nakasero,eggs,4500
fd-2434,2021-11-07,Nakasero,fish,20800
fd-2435,2021-06-10,Bwaise,banana leaves,10800
fd-2436,2020-04-17,Nakasero,CASSAVA,8800
fd-2437,2022-01-16,,fish,12900
fd-2438,2020-07-27,,eggs,5800
fd-2439,2020-06-03,Mukono,fish,13300
fd-2440,2020-08-03,Bwaise,fish,2100
fd-2441,2020-05-29,Mukono,maize,900
fd-2442,2020-14-50,,Cassava,12900
fd-2443,2021-10-08,,fish,22600
fd-2444,2020-14-50,Nakasero,eggs,3500
fd-2445,2021-07-20,Nakasero,Beans,21500
fd-2446,2022-03-16,Kansanga,beans,18500
fd-2447,2022-06-06,,Beans,3700
fd-2447,2022-06-06,,Beans,3700
fd-2448,2020-01-18,Kansanga,Cassava,600
fd-2449,2022-09-02,,Cassava,2900
fd-2450,2021-03-19,Kansanga,Cassava,2900
fd-2450,2021-03-19,Kansanga,Cassava,2900
fd-2451,2020-11-02,Mukono,Maize,7800
fd-2451,2020-11-27,Mukono,Cassava,19800
fd-2453,2021-09-21,Mukono,Beans,6800
fd-2454,2020-05-24,Kansanga,fish,19000
fd-2455,2022-03-14,Mukono,fish,14700
fd-2456,2020-05-01,Kansanga,fish,22100
fd-2457,2020-02-01,Nakasero,banana leaves,12300
fd-2458,2021-01-21,Mukono,banana leaves,1200
fd-2459,2022-02-21,Nakasero,CASSAVA,21100
fd-2460,2021-01-24,Mukono,beans,18600
fd-2461,2021-08-08,Nakasero,MAIZE,15600
fd-2462,2020-04-30,Kansanga,CASSAVA,23600
fd-2463,2021-01-29,,MAIZE,3600
fd-2464,2020-05-28,Nakasero,Maize,19900
fd-2465,2020-06-15,Bwaise,banana leaves,11400
fd-2466,2021-12-25,Nakasero,Beans,4800
fd-2467,2021-01-16,Kansanga,maize,17000
fd-2468,2022-05-14,Nakasero,CASSAVA,23700
fd-2469,2021-10-09,Kansanga,eggs,11700
fd-2470,2020-08-04,Bwaise,beans,15900
fd-2471,2021-09-17,Nakasero,beans,-4700
fd-2472,2021-06-13,Bwaise,MAIZE,23900
fd-2473,2020-03-15,Kansanga,fish,12700
fd-2473,2020-03-15,Kansanga,fish,12700
fd-2474,2022-08-23,,maize,19300
fd-2474,2021-04-19,Mukono,Maize,14500
fd-2476,2020-08-20,Kansanga,maize,4900
fd-2477,2021-03-16,,Beans,600
fd-2478,2021-10-31,Mukono,fish,10700
fd-2479,2022-04-10,Bwaise,banana leaves,14000
fd-2480,2021-02-26,Nakasero,MAIZE,9600
fd-2481,2022-01-20,Mukono,banana leaves,17300
fd-2482,2020-11-14,,Maize,24200
fd-2483,2020-06-06,Nakasero,fish,13700
fd-2484,2020-10-30,Bwaise,Beans,17600
fd-2485,2022-07-29,Bwaise,Cassava,13700
fd-2486,2022-02-02,Kansanga,CASSAVA,18400
fd-2487,2020-11-02,,fish,10400
fd-2488,2022-08-01,Nakasero,Cassava,18200
fd-2488,2022-08-01,Nakasero,Cassava,18200
fd-2489,2021-03-30,Nakasero,maize,15200
fd-2490,2021-02-10,Bwaise,eggs,24300
fd-2491,2020-12-07,Nakasero,Maize,-2500
fd-2492,2021-09-06,Mukono,eggs,3200
fd-2493,2021-02-01,Mukono,banana leaves,1100
fd-2494,2021-03-31,Kansanga,maize,6300
fd-2495,2021-01-14,Bwaise,Beans,9200
fd-2496,2020-01-01,Mukono,MAIZE,10700
fd-2497,2022-09-12,Mukono,maize,14100
fd-2498,2020-11-23,Mukono,Beans,24000
fd-2499,2022-03-28,,beans,20700
fd-2500,2022-05-04,Kansanga,Maize,23500
fd-2501,2020-02-20,Nakasero,banana leaves,21500
fd-2501,2020-02-20,Nakasero,banana leaves,21500
fd-2502,2020-03-08,Mukono,maize,9900
fd-2503,2022-03-02,Mukono,eggs,19400
fd-2504,2020-02-02,Bwaise,Cassava,-2500
fd-2505,2021-07-09,Nakasero,banana leaves,7700
fd-2506,2022-07-02,Bwaise,fish,8400
fd-2507,2020-02-16,Nakasero,Cassava,2400
fd-2508,2020-01-14,Mukono,Cassava,18400
fd-2508,2020-01-14,Mukono,Cassava,18400
fd-2509,2021-05-03,Nakasero,maize,8400
fd-2510,2020-05-08,Bwaise,eggs,9900
fd-2511,2022-06-01,Bwaise,maize,-3000
fd-2512,2020-12-08,Nakasero,maize,21200
fd-2512,2021-01-23,Nakasero,beans,13300
fd-2514,2020-07-07,,maize,22100
fd-2515,2022-03-19,Bwaise,beans,3600
fd-2515,2022-03-19,Bwaise,beans,3600
fd-2516,2020-02-10,Kansanga,maize,600
fd-2517,2021-02-27,,beans,5400
fd-2518,2021-03-30,Bwaise,MAIZE,700
fd-2519,2022-08-03,Kansanga,Beans,18900
fd-2520,2022-05-27,,MAIZE,19900
fd-2521,2021-02-08,Mukono,eggs,8300
fd-2522,2020-01-09,Bwaise,CASSAVA,17500
fd-2523,2022-06-30,Mukono,banana leaves,15000
fd-2524,2020-08-19,,maize,14600
fd-2525,2021-09-14,Bwaise,Maize,17600
fd-2526,2022-01-10,Mukono,Beans,14700
fd-2527,2021-07-02,Nakasero,Beans,3100
fd-2528,2021-04-19,Kansanga,MAIZE,3500
fd-2529,2022-02-07,Nakasero,eggs,23400
fd-2530,2021-01-19,,MAIZE,19500
fd-2531,2020-12-05,Nakasero,maize,17300
fd-2532,2020-01-02,Mukono,MAIZE,20600
fd-2533,2020-08-22,Bwaise,MAIZE,3400
fd-2534,2020-08-04,Bwaise,fish,2600
fd-2535,2021-09-08,Bwaise,maize,24600
fd-2535,2020-07-31,Mukono,beans,23300
fd-2537,2021-03-25,Kansanga,Beans,4600
fd-2538,2020-07-17,Mukono,MAIZE,14100
fd-2539,2020-07-20,Mukono,maize,19900
fd-2540,2020-12-30,Kansanga,banana leaves,18100
fd-2541,2021-10-29,Bwaise,banana leaves,22800
fd-2542,2021-04-25,Nakasero,Cassava,1800
fd-2543,2021-06-27,Bwaise,Maize,1400
